Silent_mutations_kb	log_Total_N_missense_mutations	log_Total_N_LoF_mutations	log_Total_N_of_splicing_mutations	Missense_mutations_kb	LoF_mutations_kb	Missense_entropy	LOF_silent_ratio	Splice_silent_ratio	Missense_silent_ratio	HiFI_missense_LoFI_missense_ratio	LOF_benign_ratio	Splice_benign_ratio	Missense_benign_ratio	Missense_damaging_benign_ratio	PolyPhen_2_score	LOF_total_ratio	Missense_total_ratio	Splice_total_ratio	LOF_missense_ratio	Silent_fraction	Nonsense_fraction	Recurrent_missense_fraction	Frameshift_indel_fraction	Inframe_indel_fraction	Lost_start_and_stop_fraction	Inactivating_fraction	NonSilent_silent_ratio	log_gene_length	log_CDS_length	CNA_deletion_percentage	Exon_conservation_phastCons_score	Missense_MGAentropy	Early_replication_timing	VEST_score	Gene_expression_Z_score	Increase_of_cell_proliferation_by_CRISPR_Knock_down	Super_enhancer_percentage	Promoter_hypermethylation_in_cancer	Gene_body_hypermethylation_in_cancer	Gene_body_canyon_hypermethylation_in_cancer	pLI_score	pNull_score	Synonymous_o_e_constraint	Missense_o_e_constraint	LoF_o_e_constraint	Primate_dN_dS_ratio	Gene_damage_index	RVIS_percentile	ncRVIS_score	ncGERP_score	Gene_age	Family_member_count	H3K4me3_peak_length	Height_of_H3K4me3_peaks	H3K4me2_peak_length	Height_of_H3K4me2_peaks	H3K4me1_peak_length	Height_of_H3K4me1_peaks	H3K36me3_peak_length	Height_of_H3K36me3_peaks	H3K27ac_peak_length	Height_of_H3K27ac_peaks	H3K27me3_peak_length	Height_of_H3K27me3_peaks	H3K9me3_peak_length	Height_of_H3K9me3_peaks	H3K9ac_peak_length	Height_of_H3K9ac_peaks	H3K9me2_peak_length	Height_of_H3K9me2_peaks	H3K79me2_peak_length	Height_of_H3K79me2_peaks	H4K20me1_peak_length	Height_of_H4K20me1_peaks
HiFI_missense_LoFI_missense_ratio	0.0673397651654442	0.117177418840854	0.0683335106162808	0.0481354367754095	0.28104476875315	0.101644185410602	0.418251962252692	0.133552562677968	0.0109990409944111	0.475517353891157	0	0.143128312922096	0.0350845103856716	0.836751134653368	0.905700207920056	0.219909015850682	0.0283268626194415	0.0783252256127831	-0.000877978667214359	0.126498757754199	-0.0122134751330353	-0.00631344157935618	7.38741868901006e-05	0.0400309114954236	0.0213764861328571	-0.00712451616476726	0.0223813994073386	0.472961271208536	0.0555332190745797	0.0674560162244225	0.0250545257977173	0.0696604503987548	-0.10565126088487	-0.0222872480620812	0.1361958072852	-0.0214127661061832	0.000826427170424608	0.0271074672925546	0.028569591367578	0.0169360323245145	0.0130822951659809	0.0826341025276112	-0.0715445263543798	-0.0103358028272441	0.0856139000602874	0.0863947659634549	-0.0336678828960623	-0.031165554622544	-0.079405372401407	-0.0318487516806269	0.0708993958024949	-0.049094369140502	-0.0308286818587346	0.0304919097670852	0.0109960717092415	0.0313907116171152	0.0182483075024053	0.0408059086102691	0.0298688388227748	0.0236810316248213	0.019275784999575	0.0361327057979691	0.0252092807000062	0.0205675862999566	0.0249399750929903	-0.00107082042996035	0.00485235004280622	0.037475823101006	0.0200856704186258	-0.0155007783114981	0.00060930434504603	0.0319596064247476	0.025967160270786	0.0515122472807752	0.0512693072144218
LOF_benign_ratio	-0.0175129547872488	0.0461643088508128	0.206472084847921	0.0535050542524693	0.017685386636601	0.559856083237813	0.0275339893516609	0.981762749505735	0.0848370285329288	0.0506557478784596	0.143128312922096	0	0.0729267349170649	0.0743626361833558	0.182067016597547	0.0405004495143912	0.481125274630465	-0.0753282350837988	0.00560365940176489	0.978578896049402	-0.134073382604081	0.174455208734154	0.00114117374466952	0.46581385723801	0.0306127094607872	-0.00384461880701847	0.423095309307077	0.32649456826369	0.034768808555396	0.03740727771939	0.0197458639862537	0.0489454461058722	-0.041136804128836	0.00108251965411506	0.0423571967561964	-0.052444628683723	-0.0170436742784065	0.013170208050671	-0.00482093739670307	-0.0029581316449574	-0.000805879725239921	0.0558383207850515	-0.0366460510780786	-0.00147156216969673	0.0375541636150827	0.0544619752559249	-0.00444186924783219	-0.0103072228081801	-0.0253412653896021	-0.022051205245058	0.0591522088670937	-0.0192219224661331	-0.0202131167033004	0.0347217161362488	0.0252893394240047	0.0387541131369562	0.0171433447394176	0.0313819772104068	0.00298344931805116	0.0466895072047714	0.0262649848736079	0.0254743466110181	0.0346737151313766	-0.0213035202538815	-0.0133251673591102	-0.00409925958492966	0.00433825033989634	0.0286046973304717	0.0289952516156021	0.00306828263113794	0.0178354024494672	0.0504040215826346	0.0460390866857268	0.0522814960547167	0.0398844119978974
Splice_benign_ratio	-0.150390496002045	-0.0207014982947501	0.0192920521219423	0.607474003894982	-0.00609366964126036	0.0368682092433802	-0.0461586974816762	0.0790663432584221	0.960163931364044	0.0503013983199541	0.0350845103856716	0.0729267349170649	0	0.109168923603184	0.0334351870731836	0.10448116052042	0.119889795183172	0.061789783012352	0.923003492975556	0.0396045065958464	-0.166144025499217	0.140997363427426	-0.0249805776069702	0.0322283214372999	-0.025172902457132	0.0359889772716247	0.349253445683086	0.0838984711782178	0.173859279150927	0.051121583941667	0.031059066296307	0.244864112558247	-0.182680448462634	-0.00945540385580854	0.211827076538047	-0.0747090895478723	-0.0669984263901603	-0.00254155031577587	-0.0214266768946645	-0.0332651395173542	-0.0252505044330814	0.0342102028040681	-0.035628923411334	0.0458006307350171	0.082271417486934	0.0894424649002308	-0.0223165831519541	-0.0455349863446198	-0.0474064242662395	-0.0230017847059903	0.0591966433506349	-0.0829999718943042	-0.12678847272396	-0.00919545114906744	0.0250710568294786	0.0221939021506817	0.022371655354218	0.0249544286625088	0.00941113518844863	0.0820163056804151	0.0317458196145514	0.00983392402755571	0.0345341225282418	-0.0574246158748577	-0.0471936990327596	-0.038145965695904	-0.00618242759034873	0.00643094517887209	0.0310734564633793	0.0100525333082381	0.0510808563706114	0.0518716875489555	0.0508560525911317	0.0423073323449048	0.0432839462988298
Missense_benign_ratio	-0.0274162472333356	0.183927487704269	0.11289139177423	0.0675845966546056	0.470620617957193	0.0811105386973725	0.533562117355766	0.0837887081487956	0.104387897938678	0.722136380292219	0.836751134653368	0.0743626361833558	0.109168923603184	0	0.904169355806512	0.141283672587841	0.0913336310958886	0.314705582376966	0.0259161327103959	0.0203327692544727	-0.245287419358557	0.0701306339696359	0.0119307887803949	0.0572904815507683	0.0257857882140907	-0.00127780918797347	0.0867630902443704	0.694254613055101	0.0923631549534641	0.134006145623077	0.0375082478750651	0.0971999124218142	-0.0849953437152758	0.0204858867504238	0.119862904773245	-0.0436577822214535	-0.0157782668823643	-0.00387174281520584	0.014399004526499	0.00564709079178099	-0.00567690573693298	0.0684425035715288	-0.0690811429135359	0.0149212950025694	0.0739388493092878	0.0823133087851304	-0.0110838375761271	-0.0261339103748214	-0.038164805958648	-0.0323884422476338	0.0807467394416623	-0.0329246806402185	-0.0238177282094674	0.0139661879046391	0.0140473724063014	0.0259263729904928	0.00335334695705006	0.0200636026714425	-0.00984442500623715	0.0634914878864773	0.038915325324877	0.0132503766913359	0.0182737049057797	-0.0354869908871636	-0.0252959932366126	-3.26137793555168e-05	0.00489600859480902	0.0130838243562324	0.0140814097435957	0.0173348890095626	0.0498136121816846	0.0462531859397602	0.0406467661212435	0.0485056454792662	0.0450527682782992
Missense_damaging_benign_ratio	0.0469456389397916	0.164964529302079	0.120131846093023	0.0791158751255588	0.492078309447349	0.159345342553043	0.518405775808159	0.192567979788007	0.0445999894609402	0.687124646107703	0.905700207920056	0.182067016597547	0.0334351870731836	0.904169355806512	0	0.168164608826828	0.0709835642540692	0.141608072167996	0.00463587348617015	0.160347460986788	-0.128432530644997	0.0293007557747358	-0.00136889118289361	0.0639907502975443	0.0206393918702746	-0.00876012298561297	0.060633570428734	0.687307442247743	0.0741437201763806	0.0834726619022601	0.026689493110456	0.0903304572631215	-0.0802121953265895	0.00499326868164103	0.120326101067149	-0.0259680617621103	-0.000566730192790189	0.00905465780335999	0.0171647839288064	0.00497471441821396	0.00019998847362854	0.0707876723182435	-0.0637085370991056	-0.000192201353318295	0.0776189604165533	0.0945174106966793	-0.0216451917624001	-0.011717520303606	-0.0596624131994638	-0.0314389699764715	0.0729684744398652	-0.0430909535971099	-0.0204929592101174	0.0489125966666597	0.0427015621476304	0.0539875971086544	0.0444360636348706	0.0516086488686311	0.0323319958064367	0.0315527720691012	0.0258025193331631	0.0458846640322944	0.0432201982480602	0.00834317280326471	0.0171434301186305	-0.00125496939326968	0.00990261705643328	0.0496351021203556	0.0475041992718066	0.0111731660333167	0.0371744822901023	0.0607085823361476	0.0512589343949721	0.0622366587105427	0.0553293155181752
PolyPhen_2_score	0.109971452051617	0.347819523297859	0.271507350860611	0.215132185768785	0.0143874634594683	0.0246132973885546	0.0183964413731296	0.0258011802126761	0.0607652385547742	0.0269652134357628	0.219909015850682	0.0405004495143912	0.10448116052042	0.141283672587841	0.168164608826828	0	0.0879633596136769	0.225386479462615	0.075506792334968	0.0228023795649849	0.11545143704844	0.0722882514510645	-0.0129311469674533	0.0476269161277191	0.0227768089893188	-0.0419594980234743	0.0845201958428245	0.0391683736031876	0.253842279104568	0.363408928813949	0.100658247146263	0.275202698372375	-0.301077453972754	-0.0523946184256124	0.460860027538884	-0.0168704248455709	0.0109636095583499	0.0818839553927961	0.0579047229589749	-0.0146073499911161	0.0329794029330261	0.1742077473131	-0.216769826368355	0.00388412811495499	0.229308039320777	0.287154875708202	-0.107668022608575	-0.0285478729786474	-0.223823111645642	-0.0629390880059392	0.164505664328339	-0.189711642926453	-0.0677393270892264	0.109759268874043	0.0553815506698429	0.121154984626423	0.102957327780592	0.162746809265601	0.145254231707288	0.106169202140897	0.0820620087019274	0.145692948738081	0.104903773388661	0.102788159401234	0.11179044079703	0.0235647831789386	0.0476768123249437	0.134763357760459	0.0876913627435772	0.00348210736371518	0.0562654632723125	0.111143325674254	0.099974380463877	0.134324386199635	0.156378929469123
LOF_total_ratio	-0.101825014176617	0.129358784418587	0.558999807007774	0.112155451299631	-0.0027634685550241	0.278872525101158	-0.0223417195707704	0.515321040272676	0.149970426464364	0.0683871306289564	0.0283268626194415	0.481125274630465	0.119889795183172	0.0913336310958886	0.0709835642540692	0.0879633596136769	0	-0.0482645841666791	0.0338595053895995	0.471845248326099	-0.251118092396797	0.665696684539965	0.00185931934860378	0.779348314998106	0.0253385440205749	-0.0179623626678432	0.932553919132659	0.215916021483148	0.142587046558138	0.193201074778699	0.0622134346415907	0.153318281785864	-0.0946018229103446	0.00192812364445863	0.107400955262532	-0.155053416475384	-0.0208329407057167	0.0360309437270922	0.00497830055897276	-0.00297927686843792	-0.0128403160404959	0.0996429478587367	-0.0966311842451725	0.040900593670078	0.0925689437614298	0.155231482531042	0.00625879082387418	-0.0154308495101849	-0.0364227953129557	-0.0530696243858484	0.14169487283061	-0.0589288590978229	-0.0521350665324882	0.113372786787954	0.115024501275338	0.134974323544625	0.0985712654573123	0.103154983283761	0.0409446233017398	0.141327291653538	0.087780639360125	0.0889158069530432	0.127472436528735	-0.0738779744391805	-0.0376554528750184	0.00725340071948566	0.0203625705353199	0.103658752625085	0.128840868308373	0.0385490904539153	0.102389994367088	0.163923070437762	0.153213126474524	0.135980971476163	0.119608109817701
Missense_total_ratio	-0.00714980341896513	0.477472422511712	0.151665353039297	0.0903402816831168	0.0588703512281275	-0.0497384861115523	0.195832493357842	-0.0662924228383466	0.0932519414350456	0.248191584833964	0.0783252256127831	-0.0753282350837988	0.061789783012352	0.314705582376966	0.141608072167996	0.225386479462615	-0.0482645841666791	0	0.0325489192685168	-0.100738094515161	-0.0890307173866725	0.0366856271923472	0.020783983401408	-0.121775997539775	-0.0836447746507553	-0.014129040204991	-0.059448209476063	0.213096135778398	0.22184526418925	0.633289882827126	0.162648605888226	0.137613686450595	-0.0275304089408176	0.0584542731655871	0.227445507674699	0.0694269856609978	0.00347390879965332	-0.0235348351059953	0.00929550747692214	-0.025566896579566	-0.0177023350525379	0.039247560264855	-0.140701109510856	0.0165216199730476	0.0451239194533444	0.0971862626923956	0.0126458522416083	0.0143134092062675	0.0260852508364467	-0.000933388601345934	0.0267217557784591	0.0250806374580661	0.0382795663435209	0.03764440557865	0.0344284424058785	0.0508716467065585	0.042243675293837	0.0412880402416433	0.0313351199106609	0.064795670408546	0.0561501062734692	0.0395352956202795	0.0395779812167197	0.00893387788657205	0.00522797129953756	0.0497033528887017	0.0506615954597412	0.0332119230088729	0.0421213652922775	0.0750984426773675	0.119963231600074	0.053723689446836	0.0515537237018222	0.0265840624739011	0.0505048330428514
Splice_total_ratio	-0.113310950114925	-0.00202211736335327	0.00722430528420173	0.647811480643575	-0.0155068828645286	-0.00815839452899867	-0.0686102881252501	0.00565893021548173	0.903339396010481	0.00789543926101548	-0.000877978667214359	0.00560365940176489	0.923003492975556	0.0259161327103959	0.00463587348617015	0.075506792334968	0.0338595053895995	0.0325489192685168	0	0.00232042362859385	-0.062454964771739	0.0830049825020719	-0.0281219624567589	-0.0322820124666679	-0.0496692475463398	0.0272704002115057	0.276146164700514	0.0192952048153871	0.184979056694953	0.0752806383489166	0.0312688454022508	0.249234753937153	-0.153597231732433	-0.0136659523134114	0.206306457961001	-0.049655730417822	-0.0537298874595836	-0.00502097221782122	-0.0284858484186161	-0.0402327370108765	-0.0246551987675121	0.0108688268620225	-0.0201991720998297	0.039707788663629	0.0690056449038823	0.0858931503734753	-0.0227449948084856	-0.0323902047066138	-0.0472180056571539	-0.0131763541717456	0.0287683105940667	-0.0801804014492667	-0.125388770056083	-0.0119895547403515	0.0234378341591781	0.0147969743049086	0.027334723114834	0.0220266535468872	0.0239991062039587	0.061076737615557	0.0190676543350999	0.0117972140610368	0.0320757080331935	-0.0339774586934355	-0.0338604354685153	-0.0312637562102544	-0.00258401706369366	0.00592027635631444	0.0297683073843731	0.012639957167949	0.0448787362672695	0.0401080720981786	0.0391430201095394	0.0305067992718343	0.0347405658717056
LOF_missense_ratio	-0.0115949020229312	0.0316013794137651	0.201239302917513	0.0370639109083278	5.28186113341072e-05	0.511376521915719	-0.0054891216393064	0.943322436962343	0.0466317866253886	0.0141681990144471	0.126498757754199	0.978578896049402	0.0396045065958464	0.0203327692544727	0.160347460986788	0.0228023795649849	0.471845248326099	-0.100738094515161	0.00232042362859385	0	-0.0753667695208611	0.171011526470487	-0.00105176854263767	0.463443938688795	0.0216001562084094	-0.00378100292990682	0.418685793634693	0.278803535380613	0.0271692586793225	0.0428432727496554	0.0172584602506212	0.039137279817751	-0.0298079365080242	-0.00568626743331199	0.0297069894129581	-0.0458192932075458	-0.0156842418136442	0.011394045811015	-0.00629483013695732	-0.00374722147981926	-0.00071629019658993	0.0456927062955824	-0.032274978568714	-0.00377110683643822	0.0280159911942746	0.0453706708380967	-0.00165061731085774	-0.0106377297327857	-0.0203959300945197	-0.0180879412491258	0.0453129876674908	-0.0148238651348427	-0.0168642627342947	0.0300719753907448	0.0254660736592487	0.0325259396760549	0.0199304140089727	0.0273944287552804	0.00598469764291796	0.0334844204629976	0.0188776362569536	0.0220093753632874	0.0299661324574026	-0.0178085289379716	-0.0120319906022263	-0.00571489599231043	0.0019625481543975	0.0249856549913111	0.0285848836442086	-0.000434639519412752	0.0106281432404271	0.0433549202862652	0.0384361309458655	0.0437010890166164	0.031827469957073
Silent_fraction	0.380738236331682	0.0622541282797527	-0.121717322438745	-0.0792496328368186	-0.0448422770813896	-0.0732994106722913	-0.115783852418475	-0.168862444903086	-0.231296992050592	-0.243893131757838	-0.0122134751330353	-0.134073382604081	-0.166144025499217	-0.245287419358557	-0.128432530644997	0.11545143704844	-0.251118092396797	-0.0890307173866725	-0.062454964771739	-0.0753667695208611	0	-0.206048695655057	-0.0107959879230788	-0.180289986638726	-0.0316922278296566	-0.00464064237276558	-0.262013869999567	-0.2985985177739	-0.0498722921839544	0.244877469633384	0.0762793043476434	-0.0977678580548745	0.0195029502855857	-0.137967982254766	0.0699369619377586	0.134470202600527	0.0239379562594031	0.0803318560476922	0.00860969976900532	0.0144583587001818	0.0466826950338689	-0.0183132822987574	-0.0422144229670398	-0.0661607233199596	-0.017831986500784	-0.0571705806087545	-0.0374195703910111	-0.0137708467244918	-0.0204078111317249	0.0451833923542549	-0.118234012634912	0.0344442016346247	0.053566675688276	0.013015483482947	-0.0476680220838814	-0.0236910018523183	0.0049963800030886	0.0239191759104451	0.0858765541056114	-0.0642817098003506	-0.0298043097490858	0.0292042172702649	-0.0277197262525943	0.13005711302745	0.101253128798447	0.0221313496316426	0.00419375633930741	0.0325592211406143	-0.0255067784298789	-0.0626672893570362	-0.11831067760287	-0.0721317080165271	-0.0541633944294481	-0.012089190135261	0.014924758229117
Nonsense_fraction	-0.0920602235495655	0.113074720374645	0.433198116407724	0.128122307669127	-0.00595186553064645	0.0994843937710706	-0.0426974039645507	0.200793040213876	0.166329156919394	0.0534281810703379	-0.00631344157935618	0.174455208734154	0.140997363427426	0.0701306339696359	0.0293007557747358	0.0722882514510645	0.665696684539965	0.0366856271923472	0.0830049825020719	0.171011526470487	-0.206048695655057	0	-0.00326395533352653	0.102329725353951	-0.0283160946841014	-0.0203800203829727	0.676414201926946	0.111490527005386	0.176913390374064	0.169578703916733	0.0521675520630742	0.165597979537941	-0.08619761911536	0.0760168188362384	0.103758356677227	-0.0832434932472011	0.00214070855014856	-0.0227871965581763	-0.00706058078235916	-0.030987383124158	-0.0259952577941745	0.053532175640069	-0.0713864580528336	0.0642416084280513	0.0768755523659299	0.124639085501699	0.0228691760624096	-0.014181706167365	-0.0114816598824623	-0.0320886785954314	0.123199035015348	-0.0273134620869912	-0.0213855097289995	0.0599558474267296	0.0846224884239927	0.0908860906757293	0.0690544311916254	0.0590175690088376	0.0148796889727158	0.105867824039937	0.0658312850710067	0.0452898843841564	0.0920718751250813	-0.0563298877222788	-0.0385421186393753	0.0291758966562922	0.0417947072343777	0.0464013149235299	0.0851993499727235	0.0871373191301417	0.154364611342619	0.121713892483251	0.106379839465893	0.0777693798727908	0.0725931248928886
Recurrent_missense_fraction	0.0479401298879627	0.0426582809323175	0.0341620203638911	-0.00546559889551266	0.00467414195292078	0.00230196467005607	0.0417657461026761	0.000345643480656955	-0.0258239820735976	0.00642935422712669	7.38741868901006e-05	0.00114117374466952	-0.0249805776069702	0.0119307887803949	-0.00136889118289361	-0.0129311469674533	0.00185931934860378	0.020783983401408	-0.0281219624567589	-0.00105176854263767	-0.0107959879230788	-0.00326395533352653	0	0.00641019339492597	0.0106932069188998	-0.007892379944196	-0.00607632972907321	0.00748934533611426	0.00939018093643022	0.0165413459251685	0.00585527056267511	0.00436479988727725	0.0127295994718436	0.00473584515936573	-0.0105677786417922	-0.0121178862974922	-0.000317440468579919	-0.00220520162976052	-0.00891323472239132	-0.0019458562377495	-0.00480638352148108	0.0131503025682554	-0.00738249685804591	0.00145523731167568	-0.00597393314500046	0.0101535916194765	-0.00255753118432405	0.010074300269343	0.00789829204874846	1.72482564743647e-05	0.00937565060796864	-0.000883716215906873	-0.0123266324176407	-0.00431241404985663	-0.00801579820288885	-0.00454422173682466	-0.0110161172343451	-0.00479457979765159	-0.00917095136311493	-0.00204414261127459	-0.00339876326508938	0.00113690714785247	-0.00481327834708274	-0.00887904185145527	-0.0107826280349948	-0.00905440715272174	-0.00940378902407552	-0.00259056816479857	-0.0085190628027512	-0.014122064332456	-0.00938488070838784	-0.00273426757325858	-0.0077858268051977	-0.00344078152585077	-0.00264885883671221
Frameshift_indel_fraction	-0.0611751708574862	0.0585180098686389	0.381258694486261	0.0252846395351637	0.000840575377042677	0.260624065662604	0.00406129151835249	0.486155823786736	0.0497187306915446	0.0435737284929276	0.0400309114954236	0.46581385723801	0.0322283214372999	0.0572904815507683	0.0639907502975443	0.0476269161277191	0.779348314998106	-0.121775997539775	-0.0322820124666679	0.463443938688795	-0.180289986638726	0.102329725353951	0.00641019339492597	0	0.0575853461632611	-0.0197934644094851	0.728310650258339	0.185483062616215	0.0334982036698803	0.0903128296789816	0.0326250604572526	0.0565698157795131	-0.0564644556593477	-0.0645302728329082	0.0456434032267476	-0.134490840229797	-0.0271285676598017	0.0650200203249935	0.0159611626448758	0.0220463487834621	0.00526350116179828	0.078936922339164	-0.0627811460876894	-0.00141954950289254	0.0498231687066056	0.0885266750219666	-0.00831683780466018	-0.00879351210413853	-0.0311209275465673	-0.0369557758432488	0.0777985191125151	-0.0535268731959587	-0.0494995605890933	0.0959309920977539	0.0793547244410177	0.0976324739521727	0.0694066561631374	0.081158864326205	0.0385197909535168	0.0913979672556711	0.0573720164355843	0.0752530480307195	0.0885609923056579	-0.0515241936703741	-0.0199747076684235	-0.0175495273441317	-0.00823978853087467	0.0944047416710919	0.096310893749423	-0.0223958785314472	0.0034952455247771	0.108059711623654	0.107060587038827	0.108126480921079	0.090964283984699
Inframe_indel_fraction	0.00397149211084679	0.00409357413720433	0.0080408454881357	-0.0386578996813104	0.00346340987175948	0.0279663293447924	0.0847212361580957	0.0335090931082411	-0.0258296760132319	0.0134278668556384	0.0213764861328571	0.0306127094607872	-0.025172902457132	0.0257857882140907	0.0206393918702746	0.0227768089893188	0.0253385440205749	-0.0836447746507553	-0.0496692475463398	0.0216001562084094	-0.0316922278296566	-0.0283160946841014	0.0106932069188998	0.0575853461632611	0	-0.00611443975449371	0.00868640247525543	0.0456335840640438	-0.0342158458924598	0.02096214836276	0.00542664465410078	-0.0255338459451303	-0.0174249242805782	-0.0659941078080035	-0.00780377482078719	-0.0312486858092979	-0.031481108304589	0.051805120596454	0.0145405435389314	0.0381338241780854	0.0206536579460044	0.0648905492244231	-0.0453599577814408	-0.0222452892150761	0.0213169959913657	0.0282822907594684	-0.00883952226227569	0.0138456685756006	-0.00918414077108468	-0.0217260777760981	0.0340717287991948	-0.0324950265878948	-0.0380484355094612	0.0491223378899971	0.0392413756588659	0.0375453287854954	0.0318158352169508	0.0389180925971872	0.0233596817750979	0.0207658531778188	0.0107964890513477	0.035279462194224	0.030326335585937	-0.00616201154079074	0.00543431930837555	-0.0102667380692415	-0.0192669586068354	0.0485783525504714	0.0430156354595806	-0.0521818761982188	-0.0536394259730716	0.0316184858355998	0.0398166520694662	0.0456065237129112	0.0412730444547299
Lost_start_and_stop_fraction	-0.0372192938507217	-0.149513734367052	-0.142878036289422	-0.0772002140014537	-0.00651153474541073	-0.00588304105989404	-0.0305744814238051	-0.00410228367575483	0.0409672820910658	-0.00209874951803984	-0.00712451616476726	-0.00384461880701847	0.0359889772716247	-0.00127780918797347	-0.00876012298561297	-0.0419594980234743	-0.0179623626678432	-0.014129040204991	0.0272704002115057	-0.00378100292990682	-0.00464064237276558	-0.0203800203829727	-0.007892379944196	-0.0197934644094851	-0.00611443975449371	0	0.147220150603691	-0.00436859296013253	-0.078203532598788	-0.108620501656722	0.00731839077871777	-0.0572826174697568	-0.0223569876783524	-0.00696358754210421	-0.0122648935351442	0.0200832751433659	-0.00622455578004641	-0.00131865817545033	-0.0142526918500611	-0.000984630568324262	-0.00506887240662685	-0.0316777517976851	0.0167432890072027	0.00347634432704749	-0.0430925000732747	-0.0954930491343389	0.010275066345005	-0.0512562999316642	0.0494547230443138	0.0010339641737245	-0.0300043408687121	0.02902967198374	-0.00942508977416237	0.00251095044893516	0.0204138361201585	-0.00333088256399638	0.0001904446484142	-0.0162810993328968	-0.0231048896159783	-0.0218481824939378	-0.0173896336641415	-0.0125654390836087	-0.00433172496507635	-0.0386303914156044	-0.0284968825124773	-0.0364961263740379	-0.0261488265328853	-0.00016890716025368	0.00727320747720624	-0.0227335642335038	-0.0283022361732952	-0.00542675559107994	0.00185750360971825	-0.0152762556272061	-0.0139491182630559
Inactivating_fraction	-0.131224150678967	0.0732121645314663	0.488212364136549	0.227428632197496	-0.008151146132261	0.233581536545309	-0.0442096708794941	0.452283114059325	0.372017932034674	0.0628735665357525	0.0223813994073386	0.423095309307077	0.349253445683086	0.0867630902443704	0.060633570428734	0.0845201958428245	0.932553919132659	-0.059448209476063	0.276146164700514	0.418685793634693	-0.262013869999567	0.676414201926946	-0.00607632972907321	0.728310650258339	0.00868640247525543	0.147220150603691	0	0.197182662511206	0.153925269531238	0.155075104448053	0.0609869803701426	0.183234790502434	-0.130868962471335	-0.00461230447500651	0.138129165013549	-0.150302997670694	-0.0328684808380673	0.0290488642175837	-0.00209339167360592	-0.0118006547389221	-0.0196031900641706	0.0807394943630202	-0.0864868314808115	0.047352719709854	0.0860230486597043	0.133238688638916	0.00492683666085203	-0.0322392748750433	-0.0269523378740236	-0.0477135367704457	0.126520498277514	-0.0651614273474621	-0.0776477779750477	0.100298713197396	0.115262737193952	0.124539716971327	0.0973996463014663	0.0938127852247101	0.0372746109689287	0.137016847578062	0.0800886340430783	0.0792498384483371	0.122287973910844	-0.0841795365823098	-0.0495488873924488	-0.00888871143445346	0.0134582043527855	0.0952180029325669	0.127173786908919	0.0352413605646888	0.0992590362274156	0.156184339158577	0.147970541651705	0.126118083129987	0.111581858160301
NonSilent_silent_ratio	0.0046788335914922	0.190881967200028	0.177387432093189	0.0810894706735895	0.766870668806594	0.252735784506226	0.543294372324438	0.361900261658412	0.126996113824651	0.952671974766523	0.472961271208536	0.32649456826369	0.0838984711782178	0.694254613055101	0.687307442247743	0.0391683736031876	0.215916021483148	0.213096135778398	0.0192952048153871	0.278803535380613	-0.2985985177739	0.111490527005386	0.00748934533611426	0.185483062616215	0.0456335840640438	-0.00436859296013253	0.197182662511206	0	0.075544302573056	0.0891022839679018	0.0215581280068155	0.0884373679596147	-0.0481219206260747	0.0318017518362311	0.0804604924743853	-0.047936696898088	-0.0194951304781995	-0.0128666367841969	0.00405975840630903	0.00420723257997847	-0.00918909986185518	0.0498230236340879	-0.045254646474216	0.0171783948824666	0.0554183657714492	0.0675300574389825	0.00878952734714796	-0.00228870380186232	-0.0108784255577753	-0.0302441452036409	0.0796247668019652	-0.0239432535945731	-0.00500505168498121	0.0399823028775494	0.0610538351797741	0.0501848097673434	0.0356160298512137	0.0341155886200303	-0.000294070726317814	0.0633907468050215	0.0391934222666451	0.0272142098156261	0.0451790371500437	-0.0356720715740454	-0.0223273087358496	0.0038125393257989	0.0107734868828774	0.0326519335092599	0.0502052606176232	0.0262045090309402	0.0609448935071999	0.0733781933988272	0.0657772260102488	0.0608762278316765	0.0495649303080385
log_gene_length	0.0237041036263872	0.461513507724883	0.449892682263059	0.44709385304048	0.0145192288632136	0.0174768317314953	0.0460209955883977	0.0397519654694375	0.173758714062401	0.0587514409789857	0.0555332190745797	0.034768808555396	0.173859279150927	0.0923631549534641	0.0741437201763806	0.253842279104568	0.142587046558138	0.22184526418925	0.184979056694953	0.0271692586793225	-0.0498722921839544	0.176913390374064	0.00939018093643022	0.0334982036698803	-0.0342158458924598	-0.078203532598788	0.153925269531238	0.075544302573056	0	0.455170521086369	0.144318098817685	0.46919395982098	-0.1953646330513	0.157673272144956	0.438644425014238	-0.171911600265056	0.056767875601484	0.0617927936347914	0.0809409399300683	-0.142856487622566	-0.00759813425856501	0.208912284700484	-0.237439334318978	0.0727381722305174	0.261872537246645	0.448712684247251	-0.0732750821044801	0.0732467029931449	-0.220256339561273	-0.0305438992132456	0.256563974077458	-0.234423306876286	-0.198040681484804	0.142769072095215	0.0906759509555441	0.231953047052144	0.209192467106618	0.304303885556606	0.287056947090957	0.255990120702041	0.202507291333465	0.280239413169188	0.270387678254497	0.192449683240797	0.18841105358272	0.22024915465771	0.227575052834822	0.173968215553391	0.164321628055911	0.263849414937423	0.457063007920692	0.266770139074923	0.210366726445388	0.218642752432654	0.279766491161163
