Silent_mutations_kb	log_Total_N_missense_mutations	log_Total_N_LoF_mutations	log_Total_N_of_splicing_mutations	Missense_mutations_kb	LoF_mutations_kb	Missense_entropy	LOF_silent_ratio	Splice_silent_ratio	Missense_silent_ratio	HiFI_missense_LoFI_missense_ratio	LOF_benign_ratio	Splice_benign_ratio	Missense_benign_ratio	Missense_damaging_benign_ratio	PolyPhen_2_score	LOF_total_ratio	Missense_total_ratio	Splice_total_ratio	LOF_missense_ratio	Silent_fraction	Nonsense_fraction	Recurrent_missense_fraction	Frameshift_indel_fraction	Inframe_indel_fraction	Lost_start_and_stop_fraction	Inactivating_fraction	NonSilent_silent_ratio	log_gene_length	log_CDS_length	CNA_deletion_percentage	Exon_conservation_phastCons_score	Missense_MGAentropy	Early_replication_timing	VEST_score	Gene_expression_Z_score	Increase_of_cell_proliferation_by_CRISPR_Knock_down	Super_enhancer_percentage	Promoter_hypermethylation_in_cancer	Gene_body_hypermethylation_in_cancer	Gene_body_canyon_hypermethylation_in_cancer	pLI_score	pNull_score	Synonymous_o_e_constraint	Missense_o_e_constraint	LoF_o_e_constraint	Primate_dN_dS_ratio	Gene_damage_index	RVIS_percentile	ncRVIS_score	ncGERP_score	Gene_age	Family_member_count	H3K4me3_peak_length	Height_of_H3K4me3_peaks	H3K4me2_peak_length	Height_of_H3K4me2_peaks	H3K4me1_peak_length	Height_of_H3K4me1_peaks	H3K36me3_peak_length	Height_of_H3K36me3_peaks	H3K27ac_peak_length	Height_of_H3K27ac_peaks	H3K27me3_peak_length	Height_of_H3K27me3_peaks	H3K9me3_peak_length	Height_of_H3K9me3_peaks	H3K9ac_peak_length	Height_of_H3K9ac_peaks	H3K9me2_peak_length	Height_of_H3K9me2_peaks	H3K79me2_peak_length	Height_of_H3K79me2_peaks	H4K20me1_peak_length	Height_of_H4K20me1_peaks
log_CDS_length	0.151405684900208	0.818566487389041	0.638365335606354	0.412060667844713	0.0129356070260723	0.0173363703766852	0.105628943674503	0.0408113129869134	0.0511568270135565	0.0753455447623616	0.0674560162244225	0.03740727771939	0.051121583941667	0.134006145623077	0.0834726619022601	0.363408928813949	0.193201074778699	0.633289882827126	0.0752806383489166	0.0428432727496554	0.244877469633384	0.169578703916733	0.0165413459251685	0.0903128296789816	0.02096214836276	-0.108620501656722	0.155075104448053	0.0891022839679018	0.455170521086369	0	0.205914099711063	0.302333284716514	-0.00685452859376163	-0.0122850180927803	0.326150390035838	-0.0337520635944271	0.0142663310427817	0.0666943133424848	0.0444329676348701	-0.0481663266009563	0.00338955995994816	0.169175897641234	-0.234239350659423	-0.0296308081595373	0.198070248536374	0.45025236066283	-0.0525011564758957	0.185601663637534	-0.171652573086439	-0.0327591720603635	0.136285990538713	-0.111741296421236	0.00192640849720051	0.0868985762195116	0.0295480279303676	0.100212757839511	0.0864617205654729	0.13513761214319	0.138108572795874	0.151390722051503	0.117531571189874	0.125528559622803	0.113658182764279	0.0856940712121771	0.0792727281609	0.123676209557811	0.107244423819033	0.100706468069525	0.0718113171692313	0.0812785136449452	0.149167725801498	0.113650245576111	0.0926240828644501	0.116902769181044	0.153990263684605
CNA_deletion_percentage	0.00471087448917552	0.123402031510082	0.0793561593070365	0.039291919511011	-0.0036822503235441	0.01989546241971	0.00644134411041372	0.0242444933245906	0.0353599788313759	0.017341150130316	0.0250545257977173	0.0197458639862537	0.031059066296307	0.0375082478750651	0.026689493110456	0.100658247146263	0.0622134346415907	0.162648605888226	0.0312688454022508	0.0172584602506212	0.0762793043476434	0.0521675520630742	0.00585527056267511	0.0326250604572526	0.00542664465410078	0.00731839077871777	0.0609869803701426	0.0215581280068155	0.144318098817685	0.205914099711063	0	0.079783893788418	-0.0486381005753301	0.00748084797749241	0.184772289223933	-0.0417427842767982	0.0025681379492545	-0.000523315281913038	0.0342569380991799	0.0223669594657973	0.00646051236311151	0.0495008221386546	-0.0937388747550398	-0.0375938302847879	0.0257045975453322	0.0694613319363267	-0.0199660836164513	0.00299454080073879	-0.0167020820061148	-0.00494398708861721	0.011101023887947	0.00732769010187104	0.011791831915552	0.0400078823671154	0.0217082706654032	0.0452254296824294	0.0529539012700737	0.0496731331481809	0.0515179514691222	0.0453623250764469	0.0330405383275457	0.0493863195622462	0.0535112715640497	0.0257190875529402	0.0360484893078011	0.0242832904937869	0.0240303845666403	0.046839035505996	0.0512787414051795	-0.0239433147452754	0.0236822424883761	0.059915803941577	0.0561312532195294	0.0474638703479689	0.0641678945267795
Exon_conservation_phastCons_score	-0.0663259831514498	0.302697047826319	0.330413519651823	0.412916627995936	0.0146817138236307	0.0107059026055917	0.017510372121085	0.0516700452660147	0.241022934239548	0.069840507834226	0.0696604503987548	0.0489454461058722	0.244864112558247	0.0971999124218142	0.0903304572631215	0.275202698372375	0.153318281785864	0.137613686450595	0.249234753937153	0.039137279817751	-0.0977678580548745	0.165597979537941	0.00436479988727725	0.0565698157795131	-0.0255338459451303	-0.0572826174697568	0.183234790502434	0.0884373679596147	0.46919395982098	0.302333284716514	0.079783893788418	0	-0.580488476215276	-0.0061454911071022	0.601186640076378	-0.223122780435643	-0.114908848054945	0.0571680878652907	0.0445450090064348	-0.0655231858331934	-0.0209880478896217	0.311524480597304	-0.289301151293351	0.113951031428435	0.416404327994045	0.504640867947764	-0.134013137307346	-0.0296564224114491	-0.323978175156845	-0.125867024028625	0.423199917769593	-0.339761109538794	-0.204413354414666	0.109466754348219	0.118937182175947	0.176863678359171	0.136273497386498	0.210186463250939	0.136005807570292	0.238231010571475	0.140033098314945	0.182058498265719	0.185975648657413	-0.0141285282109548	0.0199427997707539	-0.0386168486358954	0.0256094339179975	0.148918385210757	0.157644687771699	0.0625116191734228	0.20224940078047	0.235694786540475	0.206548639893632	0.220006379823656	0.219514010605508
Missense_MGAentropy	0.123982175831755	0.0571078064357853	0.0207116363494913	-0.0866537045480719	-0.00449311824302826	0.00176852869691885	0.0433174169652722	-0.0343739550582766	-0.163992088870987	-0.0408076794432395	-0.10565126088487	-0.041136804128836	-0.182680448462634	-0.0849953437152758	-0.0802121953265895	-0.301077453972754	-0.0946018229103446	-0.0275304089408176	-0.153597231732433	-0.0298079365080242	0.0195029502855857	-0.08619761911536	0.0127295994718436	-0.0564644556593477	-0.0174249242805782	-0.0223569876783524	-0.130868962471335	-0.0481219206260747	-0.1953646330513	-0.00685452859376163	-0.0486381005753301	-0.580488476215276	0	0.133132163085995	-0.708327262732477	0.282677771382518	0.217281324189034	-0.107757823883393	-0.108338899398601	-0.0367196603003178	-0.0295725551734747	-0.344678086763188	0.319441804556839	-0.0914734578244247	-0.465858481108763	-0.342245145199876	0.216453154295416	0.192058055182595	0.342855585733548	0.151701857180229	-0.365950118963009	0.39775419111392	0.175657070635303	-0.202663324335546	-0.21459754737763	-0.234750040879692	-0.201672028569839	-0.244895682658347	-0.146803552492433	-0.22417626730332	-0.142813915885677	-0.210322277074498	-0.190582609744711	0.0414408264938123	-0.0358473219967921	0.088390038669457	0.0246680213380798	-0.244640756693822	-0.240443094055908	0.0673841729383815	-0.0295761371964025	-0.261835193242485	-0.267901827551071	-0.278678743202327	-0.253673591427512
Early_replication_timing	0.238865738714226	0.153779062467423	0.157912086258331	0.081644428043906	0.0258286899389234	0.0139169498070101	0.0568461040827361	0.00665205288626762	0.00857987088490636	0.0285637697066256	-0.0222872480620812	0.00108251965411506	-0.00945540385580854	0.0204858867504238	0.00499326868164103	-0.0523946184256124	0.00192812364445863	0.0584542731655871	-0.0136659523134114	-0.00568626743331199	-0.137967982254766	0.0760168188362384	0.00473584515936573	-0.0645302728329082	-0.0659941078080035	-0.00696358754210421	-0.00461230447500651	0.0318017518362311	0.157673272144956	-0.0122850180927803	0.00748084797749241	-0.0061454911071022	0.133132163085995	0	-0.0907896412678876	0.227262705055135	0.181118278327251	-0.255295073358464	0.00969803193832618	-0.0787771181620653	0.0338550647682122	-0.00821397689481797	0.054274382020731	-0.0692532391169023	-0.119580351718229	-0.0457374053838811	0.0493267031478793	0.0499077760607258	0.0977827572939585	0.0579798821529397	0.0570952064921985	0.135612092620507	0.170840134513244	-0.100353669282753	-0.112725169780737	-0.0622772666738297	-0.123753696321117	-0.121969880698122	-0.160818501694305	-0.120579796179068	-0.0688684533953071	-0.115225856647494	-0.0706235424481603	0.048240975635066	0.0342646367440161	0.112957266141734	0.111744570685133	-0.169229184262526	-0.14041227878931	0.228682375093921	0.28823709419325	-0.0497887704353249	-0.0945485983942665	-0.140166775337416	-0.115338655338739
VEST_score	0.0621188157322944	0.297021760216137	0.236226147249929	0.313242903487507	0.0309839667785223	0.0257565164303623	0.0494399069225164	0.0400169265700316	0.194016043322792	0.0676385850885545	0.1361958072852	0.0423571967561964	0.211827076538047	0.119862904773245	0.120326101067149	0.460860027538884	0.107400955262532	0.227445507674699	0.206306457961001	0.0297069894129581	0.0699369619377586	0.103758356677227	-0.0105677786417922	0.0456434032267476	-0.00780377482078719	-0.0122648935351442	0.138129165013549	0.0804604924743853	0.438644425014238	0.326150390035838	0.184772289223933	0.601186640076378	-0.708327262732477	-0.0907896412678876	0	-0.177571056980817	-0.16509196334982	0.117235629935319	0.0865844907845875	-0.0263070094148076	0.0253486581007316	0.297799986998461	-0.339064985686996	-0.0216325250170782	0.411886444831219	0.425753802151947	-0.205250810305362	-0.106211267488085	-0.383097376360255	-0.0931303815332059	0.277939421249501	-0.369383262207081	-0.194390804199547	0.183248388247561	0.178436842803397	0.220995600747205	0.196654145710015	0.267924377726278	0.198813733442851	0.241876649934492	0.159727830559318	0.241075350142446	0.20375625944998	0.0202086035147575	0.0773341347422585	-0.0397976341707993	0.0217456005011829	0.235217818966244	0.215947454217279	-0.0110407937842616	0.099357505589761	0.25343450358017	0.250416537869759	0.273751538021401	0.268653716032024
Gene_expression_Z_score	0.371121045950785	0.121174336889928	0.00207201022976636	0.00193985542839207	0.0225886679350547	-0.00730223214289818	0.0767428056192374	-0.0570798992049576	-0.0765511782189293	-0.033498977847375	-0.0214127661061832	-0.052444628683723	-0.0747090895478723	-0.0436577822214535	-0.0259680617621103	-0.0168704248455709	-0.155053416475384	0.0694269856609978	-0.049655730417822	-0.0458192932075458	0.134470202600527	-0.0832434932472011	-0.0121178862974922	-0.134490840229797	-0.0312486858092979	0.0200832751433659	-0.150302997670694	-0.047936696898088	-0.171911600265056	-0.0337520635944271	-0.0417427842767982	-0.223122780435643	0.282677771382518	0.227262705055135	-0.177571056980817	0	0.217197195911849	-0.155248136182928	-0.0536485237989902	-0.0205937533761689	0.0830003813655975	-0.144979379757732	0.165722067730697	-0.0806483923616605	-0.225853307224598	-0.250107331236424	0.0925004144906311	0.076746292354833	0.203543464410501	0.0995320506979408	-0.118598996573997	0.273995300764466	0.164883577373316	-0.213075098478585	-0.292235490136339	-0.238465967707028	-0.257966975692005	-0.237445702316053	-0.149769460691831	-0.350989822947038	-0.217216274350196	-0.215953406379013	-0.25009740689947	0.293191944020012	0.153825077561794	0.0189876760942348	-0.00195912960933707	-0.254539749687977	-0.315138870932225	0.11272828668871	0.055581517518325	-0.323802396750604	-0.319608359094975	-0.278973060745648	-0.215877447064958
Increase_of_cell_proliferation_by_CRISPR_Knock_down	0.131939663956343	0.0887136774480146	0.0734664034310164	0.00876914526316128	0.00704722328488482	0.0035266093202892	0.0102155820095668	-0.0150896128069411	-0.0634527239198492	-0.014767125454059	0.000826427170424608	-0.0170436742784065	-0.0669984263901603	-0.0157782668823643	-0.000566730192790189	0.0109636095583499	-0.0208329407057167	0.00347390879965332	-0.0537298874595836	-0.0156842418136442	0.0239379562594031	0.00214070855014856	-0.000317440468579919	-0.0271285676598017	-0.031481108304589	-0.00622455578004641	-0.0328684808380673	-0.0194951304781995	0.056767875601484	0.0142663310427817	0.0025681379492545	-0.114908848054945	0.217281324189034	0.181118278327251	-0.16509196334982	0.217197195911849	0	-0.0334944629034711	0.0277000328804324	-0.0282365188054822	0.0259335747405922	-0.134899774761612	0.103433042299339	0.0292449807805786	-0.152130186741305	-0.125830204805175	0.052802730127398	0.0600210600684306	0.0956026300048164	0.05439337436188	0.0268886908777505	0.0937443603713998	0.0860431602511059	-0.0595256153001947	-0.190657989452071	-0.0553890989673783	-0.0713243047694147	-0.0190515104688345	0.000761221505767543	-0.169050475066754	-0.0749442651810846	-0.00511767530501965	-0.057325244493902	0.191871214010903	0.129770246349556	0.0939571346732916	0.0680429477345346	-0.0888652240361408	-0.153100413391387	0.146475290989395	0.158295024214242	-0.119111774362553	-0.193231918694198	-0.144936369524767	-0.0738980939821207
Super_enhancer_percentage	-0.000569547557814804	0.041752781251675	0.0426775953811492	0.0276934869089576	-0.00502786495271391	0.0127554935965123	0.00682904101279081	0.0113175943553644	-0.0167492956513945	-0.018405697732673	0.0271074672925546	0.013170208050671	-0.00254155031577587	-0.00387174281520584	0.00905465780335999	0.0818839553927961	0.0360309437270922	-0.0235348351059953	-0.00502097221782122	0.011394045811015	0.0803318560476922	-0.0227871965581763	-0.00220520162976052	0.0650200203249935	0.051805120596454	-0.00131865817545033	0.0290488642175837	-0.0128666367841969	0.0617927936347914	0.0666943133424848	-0.000523315281913038	0.0571680878652907	-0.107757823883393	-0.255295073358464	0.117235629935319	-0.155248136182928	-0.0334944629034711	0	0.0228944339675614	0.0328164680340678	-0.0244155356512912	0.113772674036407	-0.103554748712539	-0.0407404431764754	0.108789159454327	0.128258299787623	-0.04781193311429	-0.0192014394249378	-0.117536128221353	-0.0391166803911839	0.0555953045641789	-0.0947990451992133	-0.091414171633709	0.202236873312612	0.0867554810907917	0.170994480699183	0.0885723667681031	0.246220791912842	0.181963790995969	0.102016591633858	0.0838466151330157	0.294870029418246	0.184109974826206	0.0083984376326008	0.0271551949181086	-0.0230948483488521	-0.0179548753676566	0.259814422284625	0.113213624974754	-0.0730505521837534	-0.0862676256187244	0.113716069969591	0.132246477102383	0.156788690296281	0.177571490532924
Promoter_hypermethylation_in_cancer	0.0111113533729947	0.0402042015486449	0.0365769771384157	-0.0023332273428778	0.00407302037612082	0.00569323082705363	0.0164140037592014	-0.00378389458658767	-0.0224522533267459	0.00437495922434296	0.028569591367578	-0.00482093739670307	-0.0214266768946645	0.014399004526499	0.0171647839288064	0.0579047229589749	0.00497830055897276	0.00929550747692214	-0.0284858484186161	-0.00629483013695732	0.00860969976900532	-0.00706058078235916	-0.00891323472239132	0.0159611626448758	0.0145405435389314	-0.0142526918500611	-0.00209339167360592	0.00405975840630903	0.0809409399300683	0.0444329676348701	0.0342569380991799	0.0445450090064348	-0.108338899398601	0.00969803193832618	0.0865844907845875	-0.0536485237989902	0.0277000328804324	0.0228944339675614	0	0.301485185939522	0.0874364970417452	0.0716020132659094	-0.09596243217005	0.0314878767572806	0.0919711219630725	0.0932364634783281	-0.0547241592130485	-0.030296025942927	-0.0867247270477089	-0.0415450617871929	0.0973632986819553	-0.0849405245843663	-0.0224042175443924	0.0826767894276732	0.0490237294833522	0.0816965743535751	0.104143279759236	0.0731900828432183	0.0763442561811295	0.0311202839358285	0.0387654822719909	0.0640857412797787	0.0395562795700415	0.120199707654659	0.172427203386488	0.0828081353794128	0.0494428339830791	0.0694605104374237	0.0640913045539504	-0.0277539341364666	0.0122453343167148	0.0436190315576184	0.0404761350390774	0.0463521148811062	0.0537766285823947
Gene_body_hypermethylation_in_cancer	-0.0369008410189139	-0.082848760917308	-0.0769227427246791	-0.0994411903466234	0.00337373193060418	0.0100979370379762	0.0110811782949071	-0.00053407517893776	-0.0319201256665617	0.00601008660011494	0.0169360323245145	-0.0029581316449574	-0.0332651395173542	0.00564709079178099	0.00497471441821396	-0.0146073499911161	-0.00297927686843792	-0.025566896579566	-0.0402327370108765	-0.00374722147981926	0.0144583587001818	-0.030987383124158	-0.0019458562377495	0.0220463487834621	0.0381338241780854	-0.000984630568324262	-0.0118006547389221	0.00420723257997847	-0.142856487622566	-0.0481663266009563	0.0223669594657973	-0.0655231858331934	-0.0367196603003178	-0.0787771181620653	-0.0263070094148076	-0.0205937533761689	-0.0282365188054822	0.0328164680340678	0.301485185939522	0	0.0815819576819191	0.0113971225405867	-0.00234708344001557	0.00799616092124793	0.00650992094211462	-0.0395303405519983	-0.0138250612003875	-0.0399956633744038	-0.0050813064775158	-0.0496212561925352	0.0285149714173026	0.00481733607902936	0.0330070498731806	0.0520280310541007	0.0394702752938819	0.0308684248627613	0.0419812679733333	0.00821575674818605	-0.00938659823497468	0.0181477564981344	0.00639239702409698	-0.0013255978009948	-0.0039839043924223	-0.0106944957306329	0.0262979705994106	0.00233733448069064	-0.0215241048883251	0.0397631264926854	0.0386283699481442	-0.0902958069198892	-0.114623442403928	0.00871682681765223	0.00854146477156916	0.0214593554663712	-0.00198456105952159
Gene_body_canyon_hypermethylation_in_cancer	0.0658828534903403	0.0163339693739669	-0.000282052164804284	-0.0152450898222594	0.0023793749818278	0.0135604175261735	0.00617973445272839	-0.00353134061219776	-0.0273201576515443	-0.0094213946922187	0.0130822951659809	-0.000805879725239921	-0.0252505044330814	-0.00567690573693298	0.00019998847362854	0.0329794029330261	-0.0128403160404959	-0.0177023350525379	-0.0246551987675121	-0.00071629019658993	0.0466826950338689	-0.0259952577941745	-0.00480638352148108	0.00526350116179828	0.0206536579460044	-0.00506887240662685	-0.0196031900641706	-0.00918909986185518	-0.00759813425856501	0.00338955995994816	0.00646051236311151	-0.0209880478896217	-0.0295725551734747	0.0338550647682122	0.0253486581007316	0.0830003813655975	0.0259335747405922	-0.0244155356512912	0.0874364970417452	0.0815819576819191	0	0.0376767193629147	-0.0239991127664597	-0.0160935367463896	0.0105800737932038	0.00755054158708775	-0.0128276623829942	-0.00456983009067932	-0.0072255390220968	0.00250634260695593	0.0576029155311666	-0.0267351409186371	-0.00632690668164683	0.0206821881580165	-0.0119671812839892	0.0101262185341717	-0.000753743832604982	0.00581995846985099	0.000702619944398933	-0.0277805670262561	-0.0115565159327344	-0.00308469294422265	-0.0202042837096019	0.0845513485650869	0.0817707444260083	0.0355565895659484	0.0259493083764894	0.00504521511682121	-0.0154254737238459	-0.00277092192838096	-0.00588163729928988	-0.0168578853320447	-0.0181531720314425	-0.00461693220593082	0.00998333805572087
pLI_score	0.0264760734653477	0.182651435518476	0.199844172490308	0.133946649781942	0.00789101000740941	0.0314448669103281	0.0494849203415323	0.0538513107713376	0.0265756842131637	0.0316797133963408	0.0826341025276112	0.0558383207850515	0.0342102028040681	0.0684425035715288	0.0707876723182435	0.1742077473131	0.0996429478587367	0.039247560264855	0.0108688268620225	0.0456927062955824	-0.0183132822987574	0.053532175640069	0.0131503025682554	0.078936922339164	0.0648905492244231	-0.0316777517976851	0.0807394943630202	0.0498230236340879	0.208912284700484	0.169175897641234	0.0495008221386546	0.311524480597304	-0.344678086763188	-0.00821397689481797	0.297799986998461	-0.144979379757732	-0.134899774761612	0.113772674036407	0.0716020132659094	0.0113971225405867	0.0376767193629147	0	-0.451143069827053	0.0185282004661863	0.565249217655	0.660101751927929	-0.107483264298232	-0.120334723621203	-0.324380885336295	-0.173153314826157	0.454798070738122	-0.170828837563534	-0.0966885512799149	0.179798255870575	0.118279136391412	0.192383837796694	0.101888392361788	0.217451634089829	0.101466867252226	0.175835556680393	0.122280120097293	0.189670402237705	0.149948430033985	0.0237297127955797	0.0603616471872869	0.0131808954836886	0.0232646608023881	0.200054571718596	0.148394623310011	-0.037779484790288	0.0112777224425383	0.243676319421603	0.225155592933774	0.297819265454845	0.273352089862915
pNull_score	-0.0168505164609919	-0.199695057780402	-0.17592619171497	-0.103809080405214	-0.00859328378782711	-0.021490097774201	-0.0262093450767611	-0.0346803227433808	-0.0299109233497435	-0.0334592713943239	-0.0715445263543798	-0.0366460510780786	-0.035628923411334	-0.0690811429135359	-0.0637085370991056	-0.216769826368355	-0.0966311842451725	-0.140701109510856	-0.0201991720998297	-0.032274978568714	-0.0422144229670398	-0.0713864580528336	-0.00738249685804591	-0.0627811460876894	-0.0453599577814408	0.0167432890072027	-0.0864868314808115	-0.045254646474216	-0.237439334318978	-0.234239350659423	-0.0937388747550398	-0.289301151293351	0.319441804556839	0.054274382020731	-0.339064985686996	0.165722067730697	0.103433042299339	-0.103554748712539	-0.09596243217005	-0.00234708344001557	-0.0239991127664597	-0.451143069827053	0	-0.108819305861871	-0.493034729097232	-0.694988318545541	0.0975025117645197	0.119373537499006	0.293732761287476	0.12108457034758	-0.306493532228143	0.160129908690875	0.0773287986283359	-0.187647272868079	-0.144503134626134	-0.195781885965501	-0.148462383509822	-0.215002237829766	-0.141936689481825	-0.204231512120543	-0.144556286924246	-0.190723331039663	-0.148730763132169	-0.0175046459555348	-0.0645898865123541	-0.019700207021574	-0.0423535855016562	-0.203373414798258	-0.178532756149709	0.0340326887039438	-0.0259636595186621	-0.23679518714837	-0.22069456237093	-0.250884475130752	-0.236434561638383
Synonymous_o_e_constraint	-0.193523322057832	-0.111898956477675	-0.0753328817472626	-0.0253749500650511	-0.0130490805883208	-0.0142740754814195	-0.0555223461908465	0.00285618342696983	0.052990122108537	0.0201765989757853	-0.0103358028272441	-0.00147156216969673	0.0458006307350171	0.0149212950025694	-0.000192201353318295	0.00388412811495499	0.040900593670078	0.0165216199730476	0.039707788663629	-0.00377110683643822	-0.0661607233199596	0.0642416084280513	0.00145523731167568	-0.00141954950289254	-0.0222452892150761	0.00347634432704749	0.047352719709854	0.0171783948824666	0.0727381722305174	-0.0296308081595373	-0.0375938302847879	0.113951031428435	-0.0914734578244247	-0.0692532391169023	-0.0216325250170782	-0.0806483923616605	0.0292449807805786	-0.0407404431764754	0.0314878767572806	0.00799616092124793	-0.0160935367463896	0.0185282004661863	-0.108819305861871	0	0.41786674117705	0.0828475606777672	-0.00532836168290634	-0.0804343082582926	0.0350944243333954	-0.0823914677512315	0.0933149559078643	-0.079361521600892	-0.0629364918900238	0.000148079197366973	0.0214453670084768	0.0342624301517335	0.0677981587700555	0.039580171967588	0.0540555210249288	0.0533222401290667	0.0297706594134248	0.0186870439097258	0.0236135838806459	0.0256773172460198	0.0233876184589242	-0.00972691404671196	0.0125468802752183	0.0158991622513516	0.0421510122258114	0.0386164390404694	0.0814001930333625	0.0285644231019863	0.0152437909840364	-0.000222637334100624	0.00754336723096845
Missense_o_e_constraint	-0.0722534259650865	0.166565786503632	0.183751291794091	0.192752396948578	0.00944245149751955	0.00948188916034405	0.0247686751047766	0.0365872491977927	0.0735915546656978	0.0431664525961863	0.0856139000602874	0.0375541636150827	0.082271417486934	0.0739388493092878	0.0776189604165533	0.229308039320777	0.0925689437614298	0.0451239194533444	0.0690056449038823	0.0280159911942746	-0.017831986500784	0.0768755523659299	-0.00597393314500046	0.0498231687066056	0.0213169959913657	-0.0430925000732747	0.0860230486597043	0.0554183657714492	0.261872537246645	0.198070248536374	0.0257045975453322	0.416404327994045	-0.465858481108763	-0.119580351718229	0.411886444831219	-0.225853307224598	-0.152130186741305	0.108789159454327	0.0919711219630725	0.00650992094211462	0.0105800737932038	0.565249217655	-0.493034729097232	0.41786674117705	0	0.652763115679297	-0.140007111896846	-0.173237249590483	-0.393813306272396	-0.181508476082882	0.402282522840507	-0.267787579047676	-0.144591044808902	0.165964943668111	0.122238567260615	0.187315061157324	0.147220795242638	0.219833154262996	0.155578251825607	0.217582515591298	0.142990809941487	0.184965224030213	0.155063380451163	0.0205643773669053	0.0647316940920668	0.00852704011077438	0.0250058210793468	0.197105428158638	0.170837651685199	-0.022791324099201	0.0424348246334888	0.22595824375066	0.212699350273517	0.266627519297532	0.263185464588773
LoF_o_e_constraint	-0.010114651782328	0.46836983870889	0.494580322430618	0.427659998972068	0.00741884397794743	0.0269143095490284	0.0481249480488569	0.0560448607853169	0.0842191531085492	0.0433537336137823	0.0863947659634549	0.0544619752559249	0.0894424649002308	0.0823133087851304	0.0945174106966793	0.287154875708202	0.155231482531042	0.0971862626923956	0.0858931503734753	0.0453706708380967	-0.0571705806087545	0.124639085501699	0.0101535916194765	0.0885266750219666	0.0282822907594684	-0.0954930491343389	0.133238688638916	0.0675300574389825	0.448712684247251	0.45025236066283	0.0694613319363267	0.504640867947764	-0.342245145199876	-0.0457374053838811	0.425753802151947	-0.250107331236424	-0.125830204805175	0.128258299787623	0.0932364634783281	-0.0395303405519983	0.00755054158708775	0.660101751927929	-0.694988318545541	0.0828475606777672	0.652763115679297	0	-0.135772812959986	0.0470768017592258	-0.451044528151223	-0.159696141754438	0.456101048352752	-0.301499158496083	-0.158811804724162	0.170383294921139	0.118948037962009	0.203086646786427	0.142532727585184	0.251998381762385	0.172219185973383	0.265127648996432	0.176585904594673	0.220469029817312	0.192448365421146	0.0238316093788929	0.0682114321487679	0.037231904276884	0.0652435530767734	0.203998819446323	0.168655145069568	0.0126006715968639	0.110738000601952	0.271950463712822	0.239174349208768	0.29848146634002	0.292929504065196
Primate_dN_dS_ratio	0.00368659110127505	-0.0427060744068008	-0.0332662579402812	-0.0450914769384532	0.00355632603815513	0.00371413666401533	0.00184471127031265	0.00078544868457425	-0.0125665166749073	0.0066223387176885	-0.0336678828960623	-0.00444186924783219	-0.0223165831519541	-0.0110838375761271	-0.0216451917624001	-0.107668022608575	0.00625879082387418	0.0126458522416083	-0.0227449948084856	-0.00165061731085774	-0.0374195703910111	0.0228691760624096	-0.00255753118432405	-0.00831683780466018	-0.00883952226227569	0.010275066345005	0.00492683666085203	0.00878952734714796	-0.0732750821044801	-0.0525011564758957	-0.0199660836164513	-0.134013137307346	0.216453154295416	0.0493267031478793	-0.205250810305362	0.0925004144906311	0.052802730127398	-0.04781193311429	-0.0547241592130485	-0.0138250612003875	-0.0128276623829942	-0.107483264298232	0.0975025117645197	-0.00532836168290634	-0.140007111896846	-0.135772812959986	0	0.023720509204783	0.148207280475538	0.0458818761413729	-0.0954176523604234	0.168998645156597	0.0215686634235999	-0.0716493948713962	-0.0576388829821702	-0.0718174422429605	-0.0699921195255075	-0.0843758149218412	-0.0653098864453932	-0.0681116944273124	-0.0492995848001575	-0.0781091533761701	-0.0606411083460079	-0.021167233657948	-0.0433029261209377	-0.0122807274470965	-0.0175973080908468	-0.0849664579139952	-0.0715598221188931	0.0395332733658545	0.0113901794200555	-0.07325494689197	-0.0746778479053585	-0.0843891083553199	-0.080919700586475
Gene_damage_index	0.0896304602671032	0.242282264422788	0.226712669423658	0.164511200841092	0.00504161302174317	0.00811812460374498	0.0492419217672883	-0.00213635366089337	-0.0379570530124879	-0.00732028098654763	-0.031165554622544	-0.0103072228081801	-0.0455349863446198	-0.0261339103748214	-0.011717520303606	-0.0285478729786474	-0.0154308495101849	0.0143134092062675	-0.0323902047066138	-0.0106377297327857	-0.0137708467244918	-0.014181706167365	0.010074300269343	-0.00879351210413853	0.0138456685756006	-0.0512562999316642	-0.0322392748750433	-0.00228870380186232	0.0732467029931449	0.185601663637534	0.00299454080073879	-0.0296564224114491	0.192058055182595	0.0499077760607258	-0.106211267488085	0.076746292354833	0.0600210600684306	-0.0192014394249378	-0.030296025942927	-0.0399956633744038	-0.00456983009067932	-0.120334723621203	0.119373537499006	-0.0804343082582926	-0.173237249590483	0.0470768017592258	0.023720509204783	0	0.233788475288786	0.147499314405385	-0.0710141021385918	0.0264022846339369	0.0823873761508589	-0.0709326812108806	-0.0700100859633484	-0.0642812478049789	-0.0573481295286024	-0.0526550714371113	-0.0249718802512413	-0.0465210784827065	-0.0333946089059097	-0.040752299498596	-0.0295962832054628	0.0437727979312764	0.0169003615051761	0.0159789752086081	0.0194216172024633	-0.0712269279140221	-0.0713135306248119	0.0660602170978412	0.0621267477371831	-0.0715344420024633	-0.0712817698463456	-0.0729173828601026	-0.0569590218150312
